No,Nama Barang,Merk,Tipe,Seri Number,Tahun,Ruang Pemilik,Lokasi Fisik saat Ini,Kondisi,Status Kalibrasi,Tanggal Kalibrasi Terakhir,Keterangan
613,Suction Pump,Tecno Gaz,Tecno 40,SN B15641008,2008,Irna Perinatology,Irna Perinatology,Baik,BELUM DIKALIBRASI,Belum ada data,
614,Suction Pump,Gabler,FSE 500,SN 7980.05.07,2007,Irna Perinatology,Irna Perinatology,Baik,BELUM DIKALIBRASI,Belum ada data,
615,Suction Pump,Sani,SN703A-D,SN SANM094-23-006,2023,Irna Perinatology,Irna Perinatology,Baik,BELUM DIKALIBRASI,Belum ada data,
616,Syiringe Pump,Fresenius Kabi,Injectomat-Agilia is,SN 018090/20402518,2014,Irna Perinatology,Irna Perinatology,Baik,BELUM DIKALIBRASI,Belum ada data,
617,Termometer Digital,Microlife,Forhead,-,,Irna Perinatology,Irna Perinatology,Baik,BELUM DIKALIBRASI,Belum ada data,
618,Termometer Digital,Microlife,Forhead,-,,Irna Perinatology,Irna Perinatology,Baik,BELUM DIKALIBRASI,Belum ada data,
619,Termometer Digital,Microlife,FS 300,-,,Irna Perinatology,Irna Perinatology,Baik,BELUM DIKALIBRASI,Belum ada data,
620,Termometer Manual/ air raksa,Safety,-,-,,Irna Perinatology,Irna Perinatology,Baik,BELUM DIKALIBRASI,Belum ada data,
621,Tiang infus roda,Mak,-,-,,Irna Perinatology,Irna Perinatology,Baik,BELUM DIKALIBRASI,Belum ada data,
622,Tiang infus roda,Mak,-,-,,Irna Perinatology,Irna Perinatology,Baik,BELUM DIKALIBRASI,Belum ada data,
623,Tiang infus roda,Mak,-,-,,Irna Perinatology,Irna Perinatology,Baik,BELUM DIKALIBRASI,Belum ada data,
624,Tiang infus roda,Mak,-,-,,Irna Perinatology,Irna Perinatology,Baik,BELUM DIKALIBRASI,Belum ada data,
625,Tiang infus roda,Mak,-,-,,Irna Perinatology,Irna Perinatology,Baik,BELUM DIKALIBRASI,Belum ada data,
626,Timbangan Bayi,Elitech,-,SN TD314BA0828,2018,Irna Perinatology,Irna Perinatology,Baik,BELUM DIKALIBRASI,Belum ada data,
627,Timbangan Bayi,Seca,-,SN 10000000306941,2019,Irna Perinatology,Irna Perinatology,Baik,BELUM DIKALIBRASI,Belum ada data,
628,Timbangan Bayi,Seca,-,SN 3541317009,2011,IGD,Irna Perinatology,Baik,BELUM DIKALIBRASI,Belum ada data,
629,Umbilikal Set,-,-,-,,Irna Perinatology,Irna Perinatology,Baik,BELUM DIKALIBRASI,Belum ada data,
630,Umbilikal Set,-,-,-,,Irna Perinatology,Irna Perinatology,Baik,BELUM DIKALIBRASI,Belum ada data,
631,Umbilikal Set,-,-,-,,Irna Perinatology,Irna Perinatology,Baik,BELUM DIKALIBRASI,Belum ada data,
632,Centrifuge,Eppendorf,,SN 5702HI945670-1,-,Laboratorium,Laboratorium,Baik,BELUM DIKALIBRASI,Belum ada data,
633,Centrifuge,Eppendorf,,SN 5702HI945670-2,-,Laboratorium,Laboratorium,Baik,BELUM DIKALIBRASI,Belum ada data,
634,Centrifuge,,,SN 5702HI145631,,Laboratorium,Laboratorium,Baik,BELUM DIKALIBRASI,Belum ada data,
635,Elektrolit,MK-Cell,,BE060289,,Laboratorium,Laboratorium,Baik,BELUM DIKALIBRASI,Belum ada data,
636,Hematologi,Swelab Alpa,-,SN-17099,,Laboratorium,Laboratorium,Baik,BELUM DIKALIBRASI,Belum ada data,
637,Hematologi,Mindray,BC5130,SN TR-43009330,,Laboratorium,Laboratorium,Baik,BELUM DIKALIBRASI,Belum ada data,
638,Hematologi,Sysmex,XN 330,SN 11855,,Laboratorium,Laboratorium,Baik,BELUM DIKALIBRASI,Belum ada data,
639,Hemostatis,Solea 100,,SN 0180060D-0006,,Laboratorium,Laboratorium,Baik,BELUM DIKALIBRASI,Belum ada data,
640,Imunologi,I-Chroma II,,IR2RF114013,,Laboratorium,Laboratorium,Baik,BELUM DIKALIBRASI,Belum ada data,
641,Kimia Klinik,Mindray,BS230,SN YY-9001408,,Laboratorium,Laboratorium,Baik,BELUM DIKALIBRASI,Belum ada data,
642,Kimia Klinik,Biosystem,BA 200,SN 832000268,,Laboratorium,Laboratorium,Baik,BELUM DIKALIBRASI,Belum ada data,
643,Mikro Pipet,,,,,Laboratorium,Laboratorium,Baik,BELUM DIKALIBRASI,Belum ada data,
644,Mikroskop,Olimpus,,SN N1700500H0280SE,,Laboratorium,Laboratorium,Baik,BELUM DIKALIBRASI,Belum ada data,
645,POCT,Glukosa,,,,Laboratorium,Laboratorium,Baik,BELUM DIKALIBRASI,Belum ada data,
646,POCT,I-STAT,,SN(21)420543,,Laboratorium,Laboratorium,Baik,BELUM DIKALIBRASI,Belum ada data,
647,Rotator,,,,,Laboratorium,Laboratorium,Baik,BELUM DIKALIBRASI,Belum ada data,
648,Water Bath,,,"SN 03,3217",,Laboratorium,Laboratorium,Baik,BELUM DIKALIBRASI,Belum ada data,
649,Treadmill,,,,,MCU,MCU,Baik,BELUM DIKALIBRASI,Belum ada data,
650,Anasthesi Ventilasi,,,,,OK,OK,Rusak Berat,BELUM DIKALIBRASI,Belum ada data,
651,Anasthesi Ventilator,GE Datex Ohmeda,s/s,ANBN0134,2010,OK,OK,Rusak Berat,BELUM DIKALIBRASI,Belum ada data,
652,Anasthesi Ventilator,Penlon,Prima 400,460/017-0009,2013,OK,OK,Baik,BELUM DIKALIBRASI,Belum ada data,
653,Anasthesi Ventilator,Dexion,,,2023,OK,OK,Baik,BELUM DIKALIBRASI,Belum ada data,
654,Anasthesi Ventilator,AMS 200,,,,OK,OK,Rusak Berat,BELUM DIKALIBRASI,Belum ada data,
655,Barkery Warming Center,,,,2011,OK,OK,Rusak Berat,BELUM DIKALIBRASI,Belum ada data,
656,DC-Shock,,,,,OK,OK,Baik,BELUM DIKALIBRASI,Belum ada data,
657,Electrosurgery Unit,KLS Marin Maxium,Maxium,ME402mo6031030M-1,,OK,OK,Baik,BELUM DIKALIBRASI,Belum ada data,
658,Electrosurgery Unit,KLS Marin Maxium,Maxium,ME402mo6031030M-2,,OK,OK,Baik,BELUM DIKALIBRASI,Belum ada data,
659,Lampu Operasi,Ignis 160,,,2023,OK,OK,Baik,BELUM DIKALIBRASI,Belum ada data,
660,Lampu Operasi,Octis 70,,,,OK,OK,Baik,BELUM DIKALIBRASI,Belum ada data,
661,Lampu Operasi,KLS Martin,,,,OK,OK,Baik,BELUM DIKALIBRASI,Belum ada data,
662,Lampu Operasi,Surgiris,,,,OK,OK,Rusak Berat,BELUM DIKALIBRASI,Belum ada data,Digudang
663,Lampu Operasi Portable,,,,2018,OK,OK,Baik,BELUM DIKALIBRASI,Belum ada data,
664,Laringoscope,Glide Scope,,,2010,OK,OK,Baik,BELUM DIKALIBRASI,Belum ada data,
665,Meja Instrument,,,,,OK,OK,Baik,BELUM DIKALIBRASI,Belum ada data,
666,Meja Instrument,,,,,OK,OK,Baik,BELUM DIKALIBRASI,Belum ada data,
667,Meja Instrument,,,,,OK,OK,Baik,BELUM DIKALIBRASI,Belum ada data,
668,Meja Mayo,,,,,OK,OK,Baik,BELUM DIKALIBRASI,Belum ada data,
669,Meja Mayo,,,,,OK,OK,Baik,BELUM DIKALIBRASI,Belum ada data,
670,Meja Mayo,,,,,OK,OK,Baik,BELUM DIKALIBRASI,Belum ada data,
671,Meja Operasi,AFA,AT-900,12188954,2022,OK,OK,Baik,BELUM DIKALIBRASI,Belum ada data,
672,Meja Operasi,Saturn,,,2011,OK,OK,Baik,BELUM DIKALIBRASI,Belum ada data,
673,Meja Operasi,Famed Zywelc,,,,OK,OK,Baik,BELUM DIKALIBRASI,Belum ada data,
674,Meja Operasi,MA,52501,,,OK,OK,Baik,BELUM DIKALIBRASI,Belum ada data,
675,Mesin Cuci Tangan Steril,,,,2008,OK,OK,Baik,BELUM DIKALIBRASI,Belum ada data,
676,Monitor,Innocore T12,,,2022,OK,OK,Baik,BELUM DIKALIBRASI,Belum ada data,
677,Monitor,Innocore T12,,,2022,OK,OK,Baik,BELUM DIKALIBRASI,Belum ada data,
678,Operation Microscope,Shin-nippon,OP-2,01.10.2415,,OK,OK,Baik,BELUM DIKALIBRASI,Belum ada data,
679,Standart Infus,,,,,OK,OK,Baik,BELUM DIKALIBRASI,Belum ada data,
680,Standart Infus,,,,,OK,OK,Baik,BELUM DIKALIBRASI,Belum ada data,
681,Standart Infus,,,,,OK,OK,Baik,BELUM DIKALIBRASI,Belum ada data,
682,Standart Infus,,,,,OK,OK,Baik,BELUM DIKALIBRASI,Belum ada data,
683,Standart Infus,,,,,OK,OK,Baik,BELUM DIKALIBRASI,Belum ada data,
684,Standart Infus,,,,,OK,OK,Baik,BELUM DIKALIBRASI,Belum ada data,
685,Strecher,,,,2008,OK,OK,Baik,BELUM DIKALIBRASI,Belum ada data,
686,Suction,AFA,AC-500,90/235-1,,OK,OK,Baik,BELUM DIKALIBRASI,Belum ada data,
687,Suction,AFA,AC-500,90/235-2,,OK,OK,Baik,BELUM DIKALIBRASI,Belum ada data,
688,Suction,,,,,OK,OK,Baik,BELUM DIKALIBRASI,Belum ada data,
689,Suction,,,,,OK,OK,Baik,BELUM DIKALIBRASI,Belum ada data,
690,Tensi Bediri,Regal,,,,OK,OK,Baik,BELUM DIKALIBRASI,Belum ada data,
691,Tensi Berdiri,Gudescope,,,2010,OK,OK,Baik,BELUM DIKALIBRASI,Belum ada data,
692,Tourniquet pressure,,,,,OK,OK,Baik,BELUM DIKALIBRASI,Belum ada data,
693,X-Ray Viewer,Tesena,TSN 014D,463/1/11 T 014 D-1,,OK,OK,Baik,BELUM DIKALIBRASI,Belum ada data,
694,X-Ray Viewer,Tesena,TSN 014D,463/1/11 T 014 D-2,,OK,OK,Baik,BELUM DIKALIBRASI,Belum ada data,
695,X-RAY Viewer,KA Rixa,,,,OK,IPSRS,Baik,BELUM DIKALIBRASI,Belum ada data,
696,X-RAY Viewer,KA Rixa,,,,OK,IPSRS,Baik,BELUM DIKALIBRASI,Belum ada data,
697,Stetoscope,,,,,Poli Anak,Poli Anak,Baik,BELUM DIKALIBRASI,Belum ada data,
698,Timbangan Bayi,,,,,Poli Anak,Poli Anak,Baik,BELUM DIKALIBRASI,Belum ada data,
699,Timbangan Anak,,,,,Poli Anak,Poli Anak,Baik,BELUM DIKALIBRASI,Belum ada data,
700,Timbangan Anak,,,,,Poli Anak,Poli Anak,Baik,BELUM DIKALIBRASI,Belum ada data,
701,Tensi Dewasa,,,,,Poli Anak,Poli Anak,Baik,BELUM DIKALIBRASI,Belum ada data,
702,Oxy Metry,,,,,Poli Anak,Poli Anak,Baik,BELUM DIKALIBRASI,Belum ada data,
703,Tensi Anak,,,,,Poli Anak,Poli Anak,Baik,BELUM DIKALIBRASI,Belum ada data,
704,Examination Lamp,Famed,Diagnostoc Lamp Solis 30F,20220344,2023,Poli Bedah,Poli Bedah,Baik,BELUM DIKALIBRASI,Belum ada data,
705,Suction,SANI,,,,Poli Bedah,Poli Bedah,Baik,BELUM DIKALIBRASI,Belum ada data,
706,Tensi Meter Digital,Omron,Omron Health  Care,07006320LF,,Poli Bedah,Poli Bedah,Baik,BELUM DIKALIBRASI,Belum ada data,
707,Dental Unit,Clesta,Belmont,AV12J0479,,Poli Gigi,Poli Gigi,Baik,BELUM DIKALIBRASI,Belum ada data,
708,Sterilisator,Corona,ZTP80A,,2025,Poli Gigi,Poli Gigi,Baik,BELUM DIKALIBRASI,Belum ada data,
709,Tensi Meter,Omron,Omron health Care,07006401LH,,Poli Gigi,Poli Gigi,Rusak Berat,BELUM DIKALIBRASI,Belum ada data,
710,EKG,Innomed,HS 112C-1,20239321,,Poli Jantung,Poli Jantung,Baik,BELUM DIKALIBRASI,Belum ada data,
711,Saturasi,OneMed,IPX2,,,Poli Jantung,Poli Jantung,Baik,BELUM DIKALIBRASI,Belum ada data,
712,Tensi Meter Digital,Omron,Omron Health Care,07006320LF,,Poli Jantung,Poli Jantung,Baik,BELUM DIKALIBRASI,Belum ada data,
713,Bed Elektrik,Famed,,,,Poli Kebidanan,Poli Kebidanan,Baik,BELUM DIKALIBRASI,Belum ada data,
714,Bedgin,,,,,Poli Kebidanan,Poli Kebidanan,Baik,BELUM DIKALIBRASI,Belum ada data,
715,CTG,Edan,Edan/F9 Express,314026-M12802560007,,Poli Kebidanan,Poli Kebidanan,Baik,BELUM DIKALIBRASI,Belum ada data,
716,Tensi Meter,Omron,Omron health Care,070064061LH,,Poli Kebidanan,Poli Kebidanan,Baik,BELUM DIKALIBRASI,Belum ada data,
717,USG,Mindray,Mindray,QE2400064,,Poli Kebidanan,Poli Kebidanan,Baik,BELUM DIKALIBRASI,Belum ada data,
718,Autorefkeratometer,Shin-nippon,Accuref.k 9001,33HA6419,,Poli Mata,Poli Mata,Baik,BELUM DIKALIBRASI,Belum ada data,
719,Chart Projector,Shin-nippon,CP-30,,,Poli Mata,Poli Mata,Baik,BELUM DIKALIBRASI,Belum ada data,
720,Slit Lamp,Shin-nippon,SL-102,,,Poli Mata,Poli Mata,Baik,BELUM DIKALIBRASI,Belum ada data,
721,Tonometer,Shin-nippon,NCT.10,22460917,,Poli Mata,Poli Mata,Baik,BELUM DIKALIBRASI,Belum ada data,
722,Film Viewer,Tesena,,,,Poli Penyakit Dalam,Poli Penyakit Dalam,Baik,BELUM DIKALIBRASI,Belum ada data,
723,Film Viewer,Tesena,,,,Poli Penyakit Dalam,Poli Penyakit Dalam,Baik,BELUM DIKALIBRASI,Belum ada data,
724,Printer USG,Sony,UPP 110,,,Poli Penyakit Dalam,Poli Penyakit Dalam,Baik,BELUM DIKALIBRASI,Belum ada data,
725,USG,Patsamed,560476,PMXL 823811720001,,Poli Penyakit Dalam,Poli Penyakit Dalam,Baik,BELUM DIKALIBRASI,Belum ada data,
726,Alat CT-Scan,Siemens Somatom Perspective,M-CT-172,644501871,2019,Radiologi,Radiologi,Rusak Berat,BELUM DIKALIBRASI,Belum ada data,
727,Autometic Processing,Carestream Medical Xray,Prossesor 2000,11961-17107-0848,2018,Radiologi,Radiologi,Rusak Berat,BELUM DIKALIBRASI,Belum ada data,
728,Mobile Xray,Siemens Polymobil Plus,,,,Radiologi,Radiologi,Baik,BELUM DIKALIBRASI,Belum ada data,
729,Panoramic,Carestream CS 8100SC (Toshiba),CS 8100SC,31487,2019,Radiologi,Radiologi,Baik,BELUM DIKALIBRASI,Belum ada data,
730,Portable Xray,,,,,Radiologi,Radiologi,Baik,BELUM DIKALIBRASI,Belum ada data,
731,Printer Puji,,,,,Radiologi,Radiologi,Baik,BELUM DIKALIBRASI,Belum ada data,
732,Printer Puji,,,,,Radiologi,Radiologi,Rusak Berat,BELUM DIKALIBRASI,Belum ada data,
733,USG,GE,Logiq E,120516 WXO,2009,Radiologi,Radiologi,Baik,BELUM DIKALIBRASI,Belum ada data,
734,USG,PATSAMED,PM-XL8,PMXL823811720002,-,Radiologi,Radiologi,Baik,BELUM DIKALIBRASI,Belum ada data,
735,X-ray Konvensional,WON,WSR 40 Plus,WIV 23 CO 3001,2023,Radiologi,Radiologi,Baik,BELUM DIKALIBRASI,Belum ada data,
736,Meadent-Pakistan,,,,2022,THT,THT,Baik,BELUM DIKALIBRASI,Belum ada data,
737,Medical Head Lamp,Bistos,BT-410,SN ECN40608,,THT,THT,Baik,BELUM DIKALIBRASI,Belum ada data,
738,Tensi Meter Digital,Omron,HBT-9030,07006313LF,2023,THT,THT,Baik,BELUM DIKALIBRASI,Belum ada data,
739,THT,Stardy,,802,,THT,THT,Baik,BELUM DIKALIBRASI,Belum ada data,
740,BLOOD BAG TUBE SEALER,DOCON SEALM,-,-,2023,UTD,UTD,Baik,BELUM DIKALIBRASI,Belum ada data,
741,BLOOD BANK,KIRSCH,BL-300,280 09 20031,-,UTD,UTD,Baik,BELUM DIKALIBRASI,Belum ada data,
742,BLOOD BANK,SANYO,MBR-107 D(H),60814446,-,UTD,UTD,Baik,BELUM DIKALIBRASI,Belum ada data,
743,CENTRIFUGE,HETTICH,EBA20,0127406-7,-,UTD,UTD,Baik,BELUM DIKALIBRASI,Belum ada data,
744,ELEKTRIK BALANCE,COMPOGUARD,-,-,-,UTD,UTD,Rusak Berat,BELUM DIKALIBRASI,Belum ada data,TIDAK BISA DIGUNAKAN
745,INKUBATOR,MEMMERT,UNB400,C413.0630,-,UTD,UTD,Rusak Berat,BELUM DIKALIBRASI,Belum ada data,TIDAK BISA DIGUNAKAN
746,KULKAS REAGEN DAN FREEZER,DOMESTIK,MD360CS,2470074,-,UTD,UTD,Baik,BELUM DIKALIBRASI,Belum ada data,
747,KURSI DONOR DARAH,,,,2016,UTD,UTD,Baik,BELUM DIKALIBRASI,Belum ada data,
748,KURSI DONOR DARAH,,,,2016,UTD,UTD,Baik,BELUM DIKALIBRASI,Belum ada data,
749,MICROSCOPE,REX VISION,Y100,220,-,UTD,UTD,Baik,BELUM DIKALIBRASI,Belum ada data,
750,MIKROPIPET,THERMO,-,-,-,UTD,UTD,Baik,BELUM DIKALIBRASI,Belum ada data,
751,MIKROPIPET,THERMO,-,-,-,UTD,UTD,Baik,BELUM DIKALIBRASI,Belum ada data,
752,MIKROPIPET,THERMO,-,-,-,UTD,UTD,Baik,BELUM DIKALIBRASI,Belum ada data,
753,MIKROPIPET,THERMO,-,-,-,UTD,UTD,Baik,BELUM DIKALIBRASI,Belum ada data,
754,PLASMA EXTRACTOR,FRESENIUS KABI,-,-,-,UTD,UTD,Baik,BELUM DIKALIBRASI,Belum ada data,
755,PLASMA EXTRACTOR,BAXTER,T,-,-,UTD,UTD,Baik,BELUM DIKALIBRASI,Belum ada data,
756,PLATELET AGITATOR,FRESENIUS GABI,-,-,-,UTD,UTD,Baik,BELUM DIKALIBRASI,Belum ada data,
757,TEMPERATURE SUHU,ONE HEALTH MEDICAL,CLOCK/HUMIDITY HTC-2,,2023,UTD,UTD,Baik,BELUM DIKALIBRASI,Belum ada data,
758,TEMPERATURE SUHU,ONE HEALTH MEDICAL,CLOCK/HUMIDITY HTC-2,,2023,UTD,UTD,Baik,BELUM DIKALIBRASI,Belum ada data,
759,TENSI DIGITAL,OMRON,-,-,2023,UTD,UTD,Baik,BELUM DIKALIBRASI,Belum ada data,
760,TENSI DIGITAL,OMRON,-,-,2023,UTD,UTD,Baik,BELUM DIKALIBRASI,Belum ada data,
761,TENSI JARUM,ONEMED,-,-,-,UTD,UTD,Baik,BELUM DIKALIBRASI,Belum ada data,
762,TENSI JARUM,ONEMED,-,-,-,UTD,UTD,Baik,BELUM DIKALIBRASI,Belum ada data,
763,TENSI JARUM,ONEMED,-,-,-,UTD,UTD,Baik,BELUM DIKALIBRASI,Belum ada data,
764,TENSI JARUM,ONEMED,-,-,-,UTD,UTD,Baik,BELUM DIKALIBRASI,Belum ada data,
765,TIMBANGAN BADAN DIGITAL,KRIS,-,-,2018,UTD,UTD,Baik,BELUM DIKALIBRASI,Belum ada data,
766,TIMBANGAN BADAN DIGITAL,KRIS,-,-,2018,UTD,UTD,Baik,BELUM DIKALIBRASI,Belum ada data,
767,TIMBANGAN BADAN DIGITAL,KRIS,,,2018,UTD,UTD,Baik,BELUM DIKALIBRASI,Belum ada data,
768,TIMBANGAN BADAN DIGITAL,KRIS,,,2018,UTD,UTD,Baik,BELUM DIKALIBRASI,Belum ada data,
769,TIMBANGAN BADAN MANUAL,LAICA,-,-,2016,UTD,UTD,Baik,BELUM DIKALIBRASI,Belum ada data,
770,WATERBATH,NUVE,NB20,22286,-,UTD,UTD,Baik,BELUM DIKALIBRASI,Belum ada data,
771,Bed Manual,Paramount,PA59815-0608L,,,VK,VK,Baik,BELUM DIKALIBRASI,Belum ada data,
772,Bed Manual,Paramount,PA59815-0608L,,,VK,VK,Baik,BELUM DIKALIBRASI,Belum ada data,
773,Bed Manual,Paramount,PA59815-0608L,,,VK,VK,Baik,BELUM DIKALIBRASI,Belum ada data,
774,Bed Manual,Paramount,PA59815-0608L,,,VK,VK,Baik,BELUM DIKALIBRASI,Belum ada data,
775,Bed Manual,Paramount,PA59815-0608L,,,VK,VK,Baik,BELUM DIKALIBRASI,Belum ada data,
776,Bed Manual,Paramount,PA59815-0608L,,,VK,VK,Baik,BELUM DIKALIBRASI,Belum ada data,
777,Bed Manual,Paramount,PA59815-0608L,,,VK,VK,Baik,BELUM DIKALIBRASI,Belum ada data,
778,Bed Manual,Paramount,PA59815-0608L,,,VK,VK,Baik,BELUM DIKALIBRASI,Belum ada data,
779,Bed Manual,Paramount,PA59815-0608L,,,VK,VK,Baik,BELUM DIKALIBRASI,Belum ada data,
780,Bedgyn Digital,MAK,Digital Gynecologi Bed,,2018,VK,VK,Baik,BELUM DIKALIBRASI,Belum ada data,
781,Bedgyn Digital,Nuritek Indonesia,"Linak HBW 0 73-006, Hospital Bed Multipose",23150103703001,2023,VK,VK,Baik,BELUM DIKALIBRASI,Belum ada data,
782,Bedgyn manual,,,,,VK,VK,Baik,BELUM DIKALIBRASI,Belum ada data,
783,Bedgyn manual,,,,,VK,VK,Baik,BELUM DIKALIBRASI,Belum ada data,
784,CTG,,,,,VK,VK,Baik,BELUM DIKALIBRASI,Belum ada data,
785,Curatage set,,,,,VK,VK,Baik,BELUM DIKALIBRASI,Belum ada data,
786,Curatage set,,,,,VK,VK,Baik,BELUM DIKALIBRASI,Belum ada data,
787,Digital Paramount,Paramount Bed,,,,VK,VK,Baik,BELUM DIKALIBRASI,Belum ada data,
788,Digital Paramount,Paramount Bed,,,,VK,VK,Baik,BELUM DIKALIBRASI,Belum ada data,
789,Dopler,MED Gyn,3.0 Mhz Waterproof IPX8,H17A004702587,,VK,VK,Rusak Ringan,BELUM DIKALIBRASI,Belum ada data,Kabel dople banyak rusak
790,Dopler,Terravizion by IMN,,ASo 0001230004,,VK,IPSRS,Baik,BELUM DIKALIBRASI,Belum ada data,
791,Dopler,INCREAMED,,IN.2412205002,,VK,VK,Baik,BELUM DIKALIBRASI,Belum ada data,
792,EKG,INNOMED Heartscreen,HS112C-1,22239247,2023,VK,VK,Baik,BELUM DIKALIBRASI,Belum ada data,
793,Forcep,,,,,VK,VK,Baik,BELUM DIKALIBRASI,Belum ada data,
794,GV Set,,,,,VK,VK,Baik,BELUM DIKALIBRASI,Belum ada data,
795,Infus Pump,B Braun Infusmat Scape,8713070,,2013,VK,VK,Rusak Berat,BELUM DIKALIBRASI,Belum ada data,Error
796,Infuse pump,Precisionmed,,11.32.00.07.03.2023.05.19,,VK,VK,Baik,BELUM DIKALIBRASI,Belum ada data,
797,Intubasi set,Greatcare,Silicone manual rersuscitator,,2023,VK,VK,Baik,BELUM DIKALIBRASI,Belum ada data,
798,Intubasi set,Greatcare,Silicone manual rersuscitator,,2023,VK,VK,Baik,BELUM DIKALIBRASI,Belum ada data,
799,Intubasi Set,Blue Cross Silicone Resustators,,,2018,VK,VK,Baik,BELUM DIKALIBRASI,Belum ada data,
800,Intubasi Set,Blue Cross Silicone Resustators,,,2018,VK,VK,Baik,BELUM DIKALIBRASI,Belum ada data,
801,Lampu Rontgen,KA Rixa,,,,VK,VK,Rusak Berat,BELUM DIKALIBRASI,Belum ada data,Lampu Mati
802,Lampu Sorot,Famed,BH-132,20050385,,VK,VK,Baik,BELUM DIKALIBRASI,Belum ada data,
803,Lampu sorot,Dyna Lighting DNA 100 LED,,,,VK,VK,Baik,BELUM DIKALIBRASI,Belum ada data,
804,Monitor Lengkap,Medical Equitment and laboratory supplier,Dexion Patient Monitor Storm 5900,50922055192,2023,VK,VK,Rusak Ringan,BELUM DIKALIBRASI,Belum ada data,Tidak lengkap kabel TD
805,Partus Set,,,,,VK,VK,Baik,BELUM DIKALIBRASI,Belum ada data,
806,Partus Set,,,,,VK,VK,Baik,BELUM DIKALIBRASI,Belum ada data,
807,Partus Set,,,,,VK,VK,Baik,BELUM DIKALIBRASI,Belum ada data,
808,Saturasi Digital,Bionet,OXY 9 wave pulse oxymeter,ii.32.00.07.03.2025.05.19,2023,VK,VK,Baik,BELUM DIKALIBRASI,Belum ada data,
809,Sterilitator Kering,Fortune Light Wave Medical Sterilizer,,ZTP78E,2016,VK,VK,Rusak Berat,BELUM DIKALIBRASI,Belum ada data,Tidak dapat digunakan
810,Stetoskop,Smartcare original,,,,VK,VK,Rusak Berat,BELUM DIKALIBRASI,Belum ada data,
811,Stetoskop,Merk tidak terbaca,,,,VK,VK,Rusak Berat,BELUM DIKALIBRASI,Belum ada data,
812,Suction Unit,saNi Electric Suction Units,703A,,2023,VK,VK,Baik,BELUM DIKALIBRASI,Belum ada data,
813,Suction Unit,saNi Electric Suction Units,703A,,2023,VK,VK,Baik,BELUM DIKALIBRASI,Belum ada data,
814,Syringe pump,precisionmed,,11.32.00.07.03.2023.05.19,,VK,VK,Baik,BELUM DIKALIBRASI,Belum ada data,
815,Tensi meter,ABN Regal Clock Aneroid,,,2020,VK,VK,Baik,BELUM DIKALIBRASI,Belum ada data,
816,Tensi meter,ABN Regal Clock Aneroid,,,2020,VK,VK,Baik,BELUM DIKALIBRASI,Belum ada data,
817,Termometer Digital,Onehealth,,,,VK,VK,Baik,BELUM DIKALIBRASI,Belum ada data,
818,Terumol Besar,,,,,VK,VK,Baik,BELUM DIKALIBRASI,Belum ada data,
819,Terumol Besar,,,,,VK,VK,Baik,BELUM DIKALIBRASI,Belum ada data,
820,Terumol Kecil,,,,,VK,VK,Baik,BELUM DIKALIBRASI,Belum ada data,
821,Tiang infus,MAK,,,2018,VK,VK,Baik,BELUM DIKALIBRASI,Belum ada data,
822,Tiang infus,MAK,,,2018,VK,VK,Baik,BELUM DIKALIBRASI,Belum ada data,
823,Tiang infus,MAK,,,2018,VK,VK,Baik,BELUM DIKALIBRASI,Belum ada data,
824,Tiang infus,MAK,,,2018,VK,VK,Baik,BELUM DIKALIBRASI,Belum ada data,
825,Tiang infus,MAK,,,2018,VK,VK,Baik,BELUM DIKALIBRASI,Belum ada data,
826,Tiang infus,MAK,,,2018,VK,VK,Baik,BELUM DIKALIBRASI,Belum ada data,
827,Tiang infus,MAK,,,2018,VK,VK,Baik,BELUM DIKALIBRASI,Belum ada data,
828,Tiang infus,MAK,,,2018,VK,VK,Baik,BELUM DIKALIBRASI,Belum ada data,
829,Tiang infus,MAK,,,2018,VK,VK,Baik,BELUM DIKALIBRASI,Belum ada data,
830,Tiang infus,MAK,,,2018,VK,VK,Baik,BELUM DIKALIBRASI,Belum ada data,
831,Timbangan Bayi digital,,,,,VK,VK,Baik,BELUM DIKALIBRASI,Belum ada data,
832,Troli com,MAK,36302,,,VK,VK,Baik,BELUM DIKALIBRASI,Belum ada data,
833,Troli Dorong,KA Rixa,KA016-00BSS,,,VK,VK,Baik,BELUM DIKALIBRASI,Belum ada data,
834,Troly Dorong Pakai Laci,MAK,35102,2530807,2008,VK,VK,Baik,BELUM DIKALIBRASI,Belum ada data,
835,Troly Emergency,MAK,36603,130900005,2013,VK,VK,Baik,BELUM DIKALIBRASI,Belum ada data,
836,Vacum Plastik,,,,,VK,VK,Baik,BELUM DIKALIBRASI,Belum ada data,
